FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value,Cluster 3 Average,Cluster 3 Log2 Fold Change,Cluster 3 P-Value,Cluster 4 Average,Cluster 4 Log2 Fold Change,Cluster 4 P-Value,Cluster 5 Average,Cluster 5 Log2 Fold Change,Cluster 5 P-Value,Cluster 6 Average,Cluster 6 Log2 Fold Change,Cluster 6 P-Value,Cluster 7 Average,Cluster 7 Log2 Fold Change,Cluster 7 P-Value,Cluster 8 Average,Cluster 8 Log2 Fold Change,Cluster 8 P-Value,Cluster 9 Average,Cluster 9 Log2 Fold Change,Cluster 9 P-Value
ENSG00000002549,LAP3,1.503766604,0.572093407,0.018930191,0.879127564,-0.49751493,0.120784047,1.636638486,0.600452188,0.062564197,0.966097152,-0.263346114,1,0.702108363,-0.767725992,0.344158698,1.091566456,-0.083812535,1,0.802368806,-0.558044311,0.609017409,0.75661947,-0.627093703,1,1.038148402,-0.155817456,1
ENSG00000162482,AKR7A3,0.827544515,0.582189114,0.019006633,0.499414216,-0.432561424,0.235406995,0.366302257,-0.872205683,0.022219234,0.549038819,-0.203318911,1,0.726168152,0.223382326,1,0.62700097,-0.008691701,1,0.61682102,-0.035009228,1,0.510490245,-0.313358556,1,1.038148402,0.745995581,1
ENSG00000147684,NDUFB9,7.156740072,0.560288338,0.019111377,5.70917648,0.066320034,0.992349117,2.930418059,-1.012641288,0.003059066,4.318401478,-0.369977313,1,4.890698756,-0.190988764,1,5.106971633,-0.120789205,1,4.871883094,-0.195152465,1,5.282662446,-0.069493747,1,5.68449552,0.038186847,1
ENSG00000237441,RGL2,2.027990721,0.565829796,0.019568137,1.195423234,-0.487905385,0.128031826,0.962642332,-0.776905911,0.04050325,0.992493249,-0.670921876,1,1.008323849,-0.677056264,0.475242849,1.426183554,-0.137258354,1,3.425111841,1.285977015,0.000724435,0.866010237,-0.875006008,1,1.417958793,-0.143230558,1
ENSG00000168394,TAP1,2.309693629,0.563322301,0.019861517,1.501413531,-0.314217705,0.436712177,1.967775727,0.169908946,0.752413894,1.536252849,-0.220111444,1,1.159244338,-0.664686231,0.489355851,1.442427102,-0.319523924,1,1.569633977,-0.194372295,1,1.244319972,-0.534466545,1,2.158589056,0.285590497,1
ENSG00000136436,CALCOCO2,1.044394955,0.570439454,0.020966866,0.711070717,-0.223389462,0.693504498,0.653483227,-0.332957967,0.521040532,0.570155696,-0.500926672,1,0.529315339,-0.642146148,0.548130306,0.935628391,0.23950446,1,0.940275945,0.252258037,0.82513221,0.638112806,-0.337676427,1,0.55705524,-0.531012573,1
ENSG00000272398,CD24,9.158384477,0.554297455,0.021056422,7.656891922,0.152574369,0.777295652,2.624189372,-1.56393503,2.40E-06,3.933018461,-0.876548389,1,7.469470595,0.083867175,1,7.03020777,-0.013299786,1,7.933421569,0.177275794,0.990639943,6.636373185,-0.101428703,1,3.26003919,-1.148092669,1
ENSG00000172301,COPRS,1.499037778,0.563288354,0.021438812,1.055111621,-0.167906275,0.782289042,0.613922583,-1.007936467,0.00554708,0.797162131,-0.54796934,1,0.988638568,-0.242311658,1,1.305981295,0.190260322,1,1.34396775,0.239749285,0.83820117,1.148603051,-0.007179768,1,1.164751866,0.013241641,1
ENSG00000214046,SMIM7,1.174099891,0.566882768,0.021465775,0.872785796,-0.062551934,1,0.646157182,-0.541342043,0.206167471,0.681019304,-0.415432438,1,0.640865266,-0.531553268,0.728238625,0.873902907,-0.047962133,1,1.090720096,0.299175706,0.752606559,0.729271779,-0.316597345,1,0.531734548,-0.773175654,1
ENSG00000112118,MCM3,1.243005638,0.565414681,0.021686273,0.960777825,0.010360206,1,0.489379816,-1.066843867,0.003275039,0.527921941,-0.873754602,1,0.70648287,-0.470597247,0.816966961,0.906390004,-0.080515298,1,1.301341907,0.489109838,0.449769263,0.948053312,-0.01159954,1,0.702649224,-0.45180027,1
ENSG00000187840,EIF4EBP1,1.170722158,0.565207167,0.021695414,0.684118204,-0.503376618,0.130092689,0.939198988,0.071005118,0.939030038,1.098077637,0.298236511,1,0.702108363,-0.387673851,0.934196682,0.877151616,-0.039002583,1,0.661954265,-0.473227586,0.729679817,0.59253332,-0.620501786,1,1.329336369,0.582147062,1
ENSG00000179010,MRFAP1,2.717048194,0.55620319,0.022041935,1.93027558,-0.156604443,0.811884404,1.573634498,-0.468780767,0.255237106,1.504577532,-0.496853316,1,1.769488056,-0.267997924,1,2.147397105,0.034091338,1,1.97081838,-0.098444257,1,2.04196098,-0.043275673,1,1.835750224,-0.201644388,1
ENSG00000169021,UQCRFS1,2.011777604,0.556260972,0.022325993,1.464155646,-0.111354244,0.914388262,1.145793461,-0.495154042,0.255604338,1.098077637,-0.516399261,1,1.18549138,-0.422506715,0.884775472,1.637349684,0.079868389,1,1.557096964,0.003234466,1,1.367384585,-0.192652781,1,1.405298447,-0.150746257,1
ENSG00000081051,AFP,0.493824523,0.622259231,0.022714003,0.019818024,-4.555531376,4.56E-35,0.117216722,-1.788206157,1.37E-05,0.242844093,-0.605426037,1,0.019685281,-4.213148568,1.30E-10,0.714716132,1.036837653,0.443156194,1.94072955,3.019686495,1.72E-24,0.027347692,-3.602913577,0.011034548,0.120273291,-1.589303794,1
ENSG00000108582,CPD,1.14505139,0.560281372,0.024053237,0.841076957,-0.090473408,0.971786564,0.518683996,-0.852419965,0.024626863,0.591272574,-0.590244849,1,0.739291672,-0.276580829,1,0.9388771,0.095867413,1,1.140868146,0.40624516,0.579107136,0.665460498,-0.419292,1,0.620356972,-0.516092681,1
ENSG00000137210,TMEM14B,1.678733158,0.551822129,0.02438893,1.044013527,-0.403039901,0.253128222,0.734069724,-0.914286287,0.012844622,0.923863397,-0.505836992,1,1.030196384,-0.362294762,0.975505059,1.975215492,0.651852909,1,1.792792801,0.511019129,0.421799744,1.344594842,0.051354872,1,0.791271648,-0.729494004,1
ENSG00000102910,LONP2,1.265298674,0.555957934,0.024421036,0.95681422,-0.039204339,1,0.587548821,-0.816942017,0.031101183,0.696856962,-0.499515802,1,0.785223995,-0.341289749,1,0.971364197,-0.008343228,1,1.05561646,0.121634789,1,0.907031775,-0.110733849,1,0.911544939,-0.101835114,1
ENSG00000204713,TRIM27,0.953871718,0.558930429,0.025029108,0.594540733,-0.392992474,0.298195197,0.581687985,-0.382211323,0.434936022,0.580714135,-0.346913019,1,0.487757523,-0.635724396,0.548130306,0.721213551,-0.028212421,1,1.138360744,0.697605029,0.190920941,0.433005119,-0.781870044,1,0.810262168,0.146487952,1
ENSG00000044574,HSPA5,3.920872133,0.542893772,0.02522396,2.983009039,-0.038870763,1,2.200743962,-0.528496086,0.178459467,2.037778693,-0.600580642,1,2.602831627,-0.247682207,1,2.735413559,-0.166093297,1,2.998853412,-0.025409743,1,2.912529166,-0.070432696,1,2.329503732,-0.401469671,1
ENSG00000125037,EMC3,1.355821911,0.551779445,0.025316481,0.982181291,-0.123526113,0.895934592,0.638831137,-0.797180752,0.036488865,0.923863397,-0.18849441,1,1.041132651,-0.011301607,1,0.961618068,-0.132192417,1,1.007975813,-0.061579512,1,1.016422541,-0.046909973,1,0.955856151,-0.137083051,1
ENSG00000180822,PSMG4,1.006564348,0.557426145,0.025316481,0.642896713,-0.350218054,0.390422907,0.477658144,-0.781199023,0.04332438,0.564876477,-0.468315688,1,0.489944777,-0.71216446,0.432892257,0.893395165,0.216547413,1,1.276267882,0.79592723,0.105409331,0.615323063,-0.344975389,1,0.797601821,0.042052083,1
ENSG00000170296,GABARAP,6.552801463,0.539546124,0.025558482,3.782864505,-0.54548724,0.070114926,5.431529872,0.105689743,0.899096107,5.115563609,0.000392459,1,4.031108142,-0.36880961,0.898015396,5.675495829,0.162767217,1,4.337806357,-0.252277883,0.960258134,3.632685047,-0.510619722,1,6.298522319,0.309556756,1
ENSG00000138495,COX17,4.235001275,0.541271081,0.025815628,3.434067275,0.081954842,0.958282783,1.695246847,-1.060131388,0.001948333,1.88468133,-0.830395522,1,2.793122679,-0.259016949,1,3.524850014,0.102935455,1,3.568033784,0.12496362,1,3.35920813,0.027030779,1,2.038315766,-0.712339562,1
ENSG00000141741,MIEN1,3.633764852,0.540399721,0.02606991,2.593783039,-0.160705881,0.797652477,1.824185242,-0.707099821,0.052864604,2.449557807,-0.216761567,1,2.489094447,-0.200320151,1,2.777646785,-0.028141132,1,3.181893796,0.18531839,0.976417421,2.046518929,-0.485240143,1,3.076464168,0.121702679,1
ENSG00000111843,TMEM14C,1.918552181,0.543715124,0.02657497,1.225546631,-0.361271011,0.330009338,0.977294423,-0.680928701,0.081638586,0.886908861,-0.768388472,1,1.167993352,-0.380492469,0.9401969,2.010951298,0.463881149,1,2.106218116,0.549675842,0.364095208,1.267109715,-0.24349149,1,1.158421693,-0.373301295,1
ENSG00000141424,SLC39A6,7.872819407,0.544322113,0.026757222,3.437238159,-1.020986844,0.000100308,2.436642616,-1.453289761,1.71E-05,3.880226267,-0.679791808,1,2.040707486,-1.673475597,0.000378095,10.76947262,0.885952387,0.629576257,19.33708822,1.948690576,3.03E-10,2.789464553,-1.169008012,1,3.317010749,-0.907526352,1
ENSG00000104823,ECH1,1.978675823,0.542991386,0.027046338,1.125663788,-0.568168327,0.06067748,1.437370058,-0.110364996,0.957826566,1.889960549,0.308423721,1,1.17892962,-0.414364636,0.89849195,1.689329039,0.144621017,1,1.381578788,-0.165882356,1,1.080233822,-0.527141702,1,2.42445633,0.679843736,1
ENSG00000115944,COX7A2L,1.278134059,0.546986211,0.027696364,0.856138656,-0.272196083,0.5533648,0.707695961,-0.54570253,0.201866865,0.649343988,-0.623947016,1,0.737104419,-0.460669247,0.832483005,1.286489037,0.403773619,1,1.306356712,0.43753589,0.536120161,0.779409213,-0.357555141,1,0.652007838,-0.613961871,1
ENSG00000176853,FAM91A1,1.161264507,0.546089273,0.028120299,0.912421845,0.025643226,1,0.496705861,-0.951376273,0.010046926,0.654623207,-0.470739245,1,0.909897443,0.01705139,1,0.971364197,0.116938492,1,0.822428026,-0.140216154,1,0.852336391,-0.081314081,1,0.493753508,-0.877837844,1
ENSG00000120963,ZNF706,2.912281145,0.535866899,0.028129832,2.44078789,0.141724898,0.814827971,1.334805426,-0.852819628,0.015638353,1.277571097,-0.853176443,1,2.095388823,-0.126153889,1,2.166889363,-0.072059842,1,1.945744355,-0.239603188,1,2.247068668,-0.01727945,1,1.601533816,-0.518398019,1
ENSG00000234745,HLA-B,30.32933757,0.528718983,0.028917511,18.19294643,-0.486189327,0.121302657,30.72250293,0.4401793,0.203327863,24.31608461,0.032096069,1,15.49887808,-0.662504065,0.404687283,23.09507719,-0.043169899,1,14.62066409,-0.744917167,0.311455603,15.68390119,-0.622354828,1,33.11313593,0.492844009,1
ENSG00000086065,CHMP5,1.544974943,0.538048982,0.029611584,1.11932202,-0.134614593,0.876044658,0.842495192,-0.576582821,0.163933857,0.80772057,-0.589556378,1,1.089252227,-0.155372204,1,1.25725065,0.068186432,1,1.341460348,0.17164369,0.940925639,1.048328182,-0.205734237,1,0.753290609,-0.688025879,1
ENSG00000179862,CITED4,1.763176476,0.534490237,0.031008466,1.284207984,-0.127666466,0.89353574,1.050554874,-0.437971492,0.331165958,1.599603481,0.225802982,1,1.019260116,-0.466457956,0.82084929,1.47166549,0.104351371,1,0.982901787,-0.516970093,0.670887299,1.062002028,-0.38621677,1,1.823089877,0.419132331,1
ENSG00000163220,S100A9,1.079523375,0.550007625,0.031055619,0.703143507,-0.320643656,0.469809165,1.128210953,0.512228633,0.123252493,0.997772469,0.266722224,1,0.713044631,-0.247905812,1,0.610757422,-0.473590159,1,0.213129214,-2.045137244,0.00039635,0.533279988,-0.665128973,1,0.930535458,0.161203277,1
ENSG00000174695,TMEM167A,1.053852606,0.539465542,0.031547936,0.698387181,-0.29758142,0.514169939,0.622713838,-0.446714168,0.323930322,0.517363502,-0.676576077,1,0.64961428,-0.362185826,0.979974845,0.977861617,0.272891452,1,1.038064643,0.373664167,0.635098198,0.683692292,-0.268872821,1,0.620356972,-0.407056618,1
ENSG00000131100,ATP6V1E1,1.59428984,0.532606671,0.03185626,1.044806248,-0.323644988,0.420864209,0.914290434,-0.500278313,0.252588471,1.018889346,-0.297144995,1,1.008323849,-0.328457554,1,1.403442586,0.185372072,1,1.572141379,0.369668895,0.635098198,1.057444079,-0.243431227,1,1.025488056,-0.285986099,1
ENSG00000115307,AUP1,1.996240033,0.528812776,0.032061822,1.073344204,-0.677491842,0.01706447,1.624916814,0.06806424,0.994601921,1.731583967,0.154186547,1,1.02144737,-0.657869108,0.500445835,1.56912678,0.008052289,1,2.025981235,0.412666965,0.566859592,0.820430751,-0.954977366,1,2.240881308,0.538310154,1
ENSG00000132716,DCAF8,1.022101919,0.533205359,0.034289954,0.646067597,-0.388056631,0.308658384,0.646157182,-0.342515449,0.504231867,0.612389452,-0.387947611,1,0.538064353,-0.608913863,0.586779475,0.773192906,-0.045027746,1,1.306356712,0.791592355,0.108291645,0.483142553,-0.74009213,1,0.708979397,-0.17005841,1
ENSG00000115738,ID2,1.025479652,0.534631445,0.034338782,0.614358758,-0.482734787,0.157113158,0.904033971,0.207447671,0.620433799,0.527921941,-0.609823277,1,0.465884989,-0.832153686,0.269405009,0.750451938,-0.094606486,1,1.150897756,0.580118526,0.330634119,0.510490245,-0.663181047,1,0.595036279,-0.430811364,1
ENSG00000136986,DERL1,1.341635434,0.528147987,0.034511834,1.026573666,-0.039929809,1,0.66373969,-0.736887196,0.057474536,0.881629642,-0.257537895,1,0.958017019,-0.141857034,1,0.964866778,-0.126778251,1,1.01549802,-0.049725929,1,0.879684083,-0.262401743,1,1.076129441,0.038343178,1
ENSG00000108523,RNF167,1.306507013,0.52750875,0.03492303,0.674605552,-0.748018428,0.009061259,1.11795449,0.151438402,0.7519015,1.309246414,0.372337736,1,0.776474981,-0.42754901,0.884059727,1.04608452,0.036815202,1,0.982901787,-0.059558472,1,0.542395885,-0.937038363,1,1.772448492,0.825513016,1
ENSG00000137409,MTCH1,3.506762102,0.517816554,0.035167471,2.525609034,-0.162483142,0.791966259,1.808067942,-0.680566153,0.064410853,2.201434494,-0.337146307,1,2.342548465,-0.254946101,1,2.862113237,0.057224733,1,3.407560023,0.334807919,0.741902858,1.973591751,-0.500915384,1,2.633352045,-0.071187159,1
ENSG00000105219,CNTD2,1.978000277,0.521831223,0.035916002,1.342076615,-0.269087926,0.553452697,0.92161648,-0.836118122,0.025422677,1.583765823,0.02979682,1,0.986451314,-0.701753626,0.437137705,1.611360006,0.058177818,1,1.840433449,0.269292232,0.791512701,1.203298435,-0.380350629,1,3.127105553,1.053843962,1
ENSG00000112378,PERP,1.047097141,0.529111399,0.036201151,0.840284236,0.052013262,1,0.391210811,-1.171187832,0.00117987,0.475129747,-0.798138057,1,0.846467092,0.055009033,1,0.825172261,0.014572223,1,0.865053869,0.088415524,1,0.852336391,0.063331512,1,0.481093162,-0.774512462,1
ENSG00000168275,COA6,1.320693491,0.528859202,0.036509839,1.055904342,0.044516042,1,0.631505092,-0.789781152,0.040920219,0.559597258,-0.901486132,1,0.787411249,-0.421753615,0.898015396,1.085069037,0.077235535,1,1.196031001,0.232129977,0.859278174,1.062002028,0.043355757,1,0.569715587,-0.87006023,1
ENSG00000114978,MOB1A,1.263272035,0.524746518,0.036620299,0.722168811,-0.573323716,0.06043697,1.04176362,0.08740325,0.899014932,0.760207595,-0.389232789,1,0.625554492,-0.708989289,0.433747989,1.182530327,0.275809485,1,1.286297492,0.415883754,0.56992725,0.706482035,-0.500170293,1,0.898884592,-0.140333521,1
ENSG00000120533,ENY2,3.429749797,0.515266708,0.036855826,2.87916259,0.1272048,0.854508898,1.349457516,-1.104130453,0.001212684,1.441226899,-0.930461974,1,2.694696273,-0.001921784,1,2.595719043,-0.060166035,1,2.575102387,-0.073000891,1,3.09484711,0.20491809,1,1.595203643,-0.77820373,1
ENSG00000141756,FKBP10,1.219361509,0.52007224,0.038765122,0.696801739,-0.57755979,0.064531505,0.753117441,-0.389735919,0.416335248,0.966097152,0.015706648,1,0.791785756,-0.295296329,1,0.984359036,0.044662168,1,1.379071385,0.581843887,0.321801348,0.62443896,-0.632881984,1,1.240713944,0.387672313,1
ENSG00000068697,LAPTM4A,2.398865773,0.512622248,0.038902619,1.479217344,-0.44921506,0.173707832,1.66008183,-0.211884927,0.720943463,1.684070992,-0.173105887,1,1.485145105,-0.376086273,0.944230108,2.326076138,0.320633672,1,2.372002783,0.35937306,0.698176305,1.276225612,-0.586212836,1,1.506581218,-0.337013094,1
ENSG00000143222,UFC1,1.593614294,0.515701682,0.0394471,1.067002436,-0.298148218,0.476536851,1.01099423,-0.350203077,0.486517353,0.828837448,-0.611952268,1,0.898961176,-0.51656255,0.742002761,1.543137103,0.321484033,1,1.597215404,0.383755566,0.605975851,1.030096387,-0.292929586,1,0.968516497,-0.380343014,1
ENSG00000165678,GHITM,1.960436066,0.513249023,0.039547253,1.421348713,-0.153670475,0.820840435,1.131141371,-0.504480686,0.244561501,1.156149051,-0.429947959,1,1.240172717,-0.341824035,1,1.598365168,0.053660249,1,1.805329814,0.246925607,0.820864894,1.371942533,-0.177155285,1,1.15209152,-0.432977428,1
ENSG00000115541,HSPE1,4.815295755,0.507567803,0.040065367,4.29020593,0.237923783,0.575151414,1.988288653,-1.035132489,0.002509827,2.280622786,-0.761059591,1,3.068716616,-0.335559902,0.943542303,3.3526684,-0.193055229,1,3.899010917,0.039285766,1,3.997320936,0.073096235,1,2.367484771,-0.703381982,1
ENSG00000089220,PEBP1,2.939303007,0.506999516,0.041031147,2.013511283,-0.263655481,0.560639267,1.683525175,-0.521099207,0.187182884,1.800213819,-0.380158542,1,1.719181226,-0.468121716,0.807812755,2.855615818,0.319457831,1,2.805783419,0.299054721,0.799450874,1.959917905,-0.255002254,1,2.240881308,-0.055199919,1
ENSG00000163468,CCT3,3.584449955,0.504902281,0.041469008,2.684945951,-0.099721268,0.939992877,1.834441705,-0.701291397,0.05490703,2.201434494,-0.378146163,1,2.119448611,-0.453055469,0.757056407,2.647698398,-0.104324326,1,3.530422746,0.347262618,0.716910983,2.383807126,-0.260886986,1,3.215727978,0.18483156,1
ENSG00000118705,RPN2,2.972404787,0.506541241,0.04170578,2.210898806,-0.111512437,0.912326297,1.583890961,-0.636157914,0.089121898,1.88468133,-0.329154589,1,2.016647698,-0.238283925,1,2.556734526,0.130612706,1,2.650324462,0.190629275,0.969349462,1.918896367,-0.303616386,1,1.721807106,-0.461110383,1
ENSG00000140105,WARS,1.111274063,0.516604127,0.041846371,0.581857198,-0.732073978,0.012034237,1.173632433,0.504898757,0.122198428,1.024168566,0.240142736,1,0.474634003,-0.937996769,0.165470248,0.929130971,0.096528366,1,0.774787378,-0.184303868,1,0.546953834,-0.692545134,1,1.221723425,0.501909719,1
ENSG00000120306,CYSTM1,1.168695519,0.513931695,0.042609247,0.884676611,-0.072014494,1,0.612457374,-0.655649248,0.102296399,0.601831013,-0.624490605,1,1.001762089,0.13718013,1,0.880400326,-0.06503166,1,0.827442831,-0.162570568,1,0.765735367,-0.27179223,1,0.83558286,-0.139551776,1
ENSG00000124570,SERPINB6,2.781900662,0.504025818,0.042671625,1.559282163,-0.624327142,0.031339228,1.761181253,-0.36256844,0.409186742,2.233109811,0.020560276,1,1.410778487,-0.689008804,0.446241316,2.696429043,0.313886159,1,3.37496379,0.683505134,0.220662715,1.44942766,-0.623414293,1,3.006832263,0.463874826,1
ENSG00000243678,NME2,17.54326816,0.49764615,0.043355917,14.76125732,0.116457992,0.882729491,9.260121066,-0.658277406,0.073155162,9.629296205,-0.552024246,1,12.09113717,-0.220942006,1,11.04886166,-0.352911027,1,12.86297492,-0.122957918,1,12.96280586,-0.109888088,1,12.48310152,-0.166947424,1
ENSG00000165140,FBP1,2.543432733,0.502572138,0.043865205,1.934239185,-0.073067416,1,1.022715903,-1.078746885,0.002377,1.472902216,-0.465266196,1,1.432651022,-0.528884272,0.714619278,2.546988397,0.363786796,1,2.635280047,0.42700407,0.586769278,1.964475853,-0.037383717,1,1.626854509,-0.316947184,1
ENSG00000108946,PRKAR1A,2.182015332,0.501544758,0.044956002,1.474461018,-0.292919295,0.483226337,1.359713979,-0.389563945,0.36471191,1.409551583,-0.303441784,1,1.391093206,-0.33802756,1,2.09541775,0.298157776,1,1.983355392,0.217944784,0.872658244,1.31724715,-0.405575936,1,1.557222604,-0.155152258,1
ENSG00000177885,GRB2,2.863641794,0.501250194,0.045726433,1.242986493,-1.06186642,4.27E-05,1.84176775,-0.339099097,0.460047396,1.7949346,-0.349541931,1,1.255483491,-0.912369074,0.172141501,3.303937755,0.584874912,1,5.225426849,1.371468008,0.000184277,1.194182537,-0.953785398,1,2.088957151,-0.12423555,1
ENSG00000100380,ST13,2.133375981,0.500191764,0.046028226,1.296891519,-0.484288155,0.130647567,1.474000284,-0.223310231,0.699492875,1.446506119,-0.232399366,1,1.124248283,-0.632289461,0.546601428,2.20587388,0.412420577,1,2.336899148,0.515056319,0.453944609,1.408406122,-0.27319585,1,1.209063078,-0.495346892,1
ENSG00000185608,MRPL40,0.945089613,0.510267606,0.046580508,0.630213177,-0.309511132,0.482655582,0.51282316,-0.602497189,0.148272912,0.670460865,-0.152647259,1,0.520566325,-0.554689515,0.689430496,0.795933874,0.104137324,1,1.050601655,0.547537343,0.384043628,0.688250241,-0.114997404,1,0.71530957,-0.055670211,1
ENSG00000101444,AHCY,2.005022138,0.500655224,0.046643555,1.488729996,-0.119556734,0.895934592,1.063741755,-0.646659578,0.103123395,1.203662026,-0.412045815,1,1.034570891,-0.664049291,0.493348737,1.536639683,-0.04967812,1,2.178932789,0.502656086,0.428929412,0.993632798,-0.69791504,1,2.158589056,0.456783587,1
ENSG00000182768,NGRN,1.111949609,0.507911031,0.046921949,0.6650929,-0.50649365,0.128259484,0.710626379,-0.343180539,0.502394263,0.681019304,-0.37302098,1,0.664925054,-0.430768851,0.883830357,1.081820327,0.324599128,1,1.318893725,0.650691067,0.238917173,0.610765115,-0.536567716,1,0.778611302,-0.173643022,1
